Artist,Birth Year,Death Year,Title,Date,Type,Sale Date,Auction House,Lot Info,Estimate Low,Estimate High,Price Sold,Price Type
N/A,N/A,N/A,Landscape,1886,Works on Paper,"June 13, 2015",Michaan's Auctions Alameda,Estate Auction,700,900,413,Premium
Pu Ru ,1896,1963,Warrior with sword,N/A,Works on Paper,"September 09, 2012",Freeman's Philadelphia,Asian Arts,500,700,"11,875",Premium
N/A,N/A,N/A,[Untitled],N/A,Works on Paper,"August 12, 2012",Poly International Auction Beijing,The 19th Fine Artwork Auction - Ancient Paintings and Calligraphies from overseas collectors,N/A,N/A,"10,839",Premium
N/A,N/A,N/A,Bodhisattva,N/A,Works on Paper,"September 17, 2011",China Guardian  Beijing,27th China Guardian Quarterly Auction,"7,825","12,520","8,998",Premium
N/A,N/A,N/A,Fan leaf,N/A,Works on Paper,"November 20, 2010",Poly International Auction Beijing,"12th Fine Arts Auction, Chinese Ancient Paintings & Calligraphy (I) The Collection of DiJiuYanZhai & Overseas","4,518","7,530","5,060",Premium
